step,d0_x,d0_y,d0_z,d0_gx,d0_gy,d0_gz,d1_x,d1_y,d1_z,d1_gx,d1_gy,d1_gz,d2_x,d2_y,d2_z,d2_gx,d2_gy,d2_gz,d3_x,d3_y,d3_z,d3_gx,d3_gy,d3_gz,d4_x,d4_y,d4_z,d4_gx,d4_gy,d4_gz,d5_x,d5_y,d5_z,d5_gx,d5_gy,d5_gz,d6_x,d6_y,d6_z,d6_gx,d6_gy,d6_gz,d7_x,d7_y,d7_z,d7_gx,d7_gy,d7_gz
104,0.2796,0.2765,1.0153,0.2188,0.0541,1.0000,-0.4470,0.0309,1.1836,-0.2812,0.0541,1.0000,-0.0142,-0.2215,1.0021,-0.0312,-0.3789,1.0000,-0.2169,0.5986,1.1552,-0.0312,0.4871,1.0000,0.3584,-0.0677,1.1379,0.4688,-0.3789,1.0000,-0.4168,-0.2601,0.9122,-0.5312,-0.3789,1.0000,0.7528,0.2979,1.0312,0.7188,0.0541,1.0000,-0.5447,0.4903,0.9294,-0.5312,0.4871,1.0000
105,0.2814,0.2723,1.0163,0.2188,0.0541,1.0000,-0.4436,0.0367,1.1826,-0.2812,0.0541,1.0000,-0.0129,-0.2242,1.0031,-0.0312,-0.3789,1.0000,-0.2125,0.6012,1.1540,-0.0312,0.4871,1.0000,0.3640,-0.0696,1.1364,0.4688,-0.3789,1.0000,-0.4181,-0.2622,0.9147,-0.5312,-0.3789,1.0000,0.7553,0.2939,1.0320,0.7188,0.0541,1.0000,-0.5453,0.4898,0.9314,-0.5312,0.4871,1.0000
106,0.2831,0.2683,1.0173,0.2188,0.0541,1.0000,-0.4403,0.0423,1.1816,-0.2812,0.0541,1.0000,-0.0116,-0.2269,1.0043,-0.0312,-0.3789,1.0000,-0.2082,0.6038,1.1526,-0.0312,0.4871,1.0000,0.3695,-0.0716,1.1349,0.4688,-0.3789,1.0000,-0.4195,-0.2642,0.9175,-0.5312,-0.3789,1.0000,0.7578,0.2899,1.0326,0.7188,0.0541,1.0000,-0.5457,0.4893,0.9334,-0.5312,0.4871,1.0000
107,0.2847,0.2643,1.0184,0.2188,0.0541,1.0000,-0.4370,0.0479,1.1804,-0.2812,0.0541,1.0000,-0.0102,-0.2295,1.0054,-0.0312,-0.3789,1.0000,-0.2039,0.6062,1.1511,-0.0312,0.4871,1.0000,0.3748,-0.0737,1.1336,0.4688,-0.3789,1.0000,-0.4208,-0.2662,0.9202,-0.5312,-0.3789,1.0000,0.7602,0.2860,1.0333,0.7188,0.0541,1.0000,-0.5462,0.4888,0.9353,-0.5312,0.4871,1.0000
108,0.2863,0.2604,1.0193,0.2188,0.0541,1.0000,-0.4338,0.0534,1.1790,-0.2812,0.0541,1.0000,-0.0088,-0.2321,1.0065,-0.0312,-0.3789,1.0000,-0.1998,0.6085,1.1497,-0.0312,0.4871,1.0000,0.3800,-0.0758,1.1322,0.4688,-0.3789,1.0000,-0.4221,-0.2682,0.9227,-0.5312,-0.3789,1.0000,0.7625,0.2822,1.0342,0.7188,0.0541,1.0000,-0.5465,0.4882,0.9372,-0.5312,0.4871,1.0000
109,0.2879,0.2566,1.0201,0.2188,0.0541,1.0000,-0.4307,0.0586,1.1778,-0.2812,0.0541,1.0000,-0.0075,-0.2347,1.0076,-0.0312,-0.3789,1.0000,-0.1957,0.6108,1.1481,-0.0312,0.4871,1.0000,0.3852,-0.0779,1.1309,0.4688,-0.3789,1.0000,-0.4234,-0.2702,0.9252,-0.5312,-0.3789,1.0000,0.7649,0.2783,1.0348,0.7188,0.0541,1.0000,-0.5467,0.4876,0.9390,-0.5312,0.4871,1.0000
110,0.2894,0.2528,1.0212,0.2188,0.0541,1.0000,-0.4276,0.0638,1.1764,-0.2812,0.0541,1.0000,-0.0061,-0.2373,1.0087,-0.0312,-0.3789,1.0000,-0.1917,0.6129,1.1465,-0.0312,0.4871,1.0000,0.3902,-0.0802,1.1297,0.4688,-0.3789,1.0000,-0.4246,-0.2721,0.9278,-0.5312,-0.3789,1.0000,0.7673,0.2746,1.0354,0.7188,0.0541,1.0000,-0.5469,0.4870,0.9408,-0.5312,0.4871,1.0000
111,0.2909,0.2491,1.0221,0.2188,0.0541,1.0000,-0.4246,0.0689,1.1749,-0.2812,0.0541,1.0000,-0.0046,-0.2398,1.0097,-0.0312,-0.3789,1.0000,-0.1878,0.6149,1.1449,-0.0312,0.4871,1.0000,0.3951,-0.0823,1.1285,0.4688,-0.3789,1.0000,-0.4257,-0.2741,0.9302,-0.5312,-0.3789,1.0000,0.7695,0.2709,1.0361,0.7188,0.0541,1.0000,-0.5470,0.4863,0.9428,-0.5312,0.4871,1.0000
112,0.2925,0.2455,1.0229,0.2188,0.0541,1.0000,-0.4216,0.0737,1.1736,-0.2812,0.0541,1.0000,-0.0031,-0.2423,1.0107,-0.0312,-0.3789,1.0000,-0.1840,0.6168,1.1433,-0.0312,0.4871,1.0000,0.3999,-0.0846,1.1271,0.4688,-0.3789,1.0000,-0.4269,-0.2761,0.9326,-0.5312,-0.3789,1.0000,0.7717,0.2673,1.0367,0.7188,0.0541,1.0000,-0.5470,0.4857,0.9446,-0.5312,0.4871,1.0000
113,0.2940,0.2420,1.0238,0.2188,0.0541,1.0000,-0.4187,0.0784,1.1724,-0.2812,0.0541,1.0000,-0.0017,-0.2448,1.0119,-0.0312,-0.3789,1.0000,-0.1802,0.6187,1.1416,-0.0312,0.4871,1.0000,0.4046,-0.0869,1.1258,0.4688,-0.3789,1.0000,-0.4281,-0.2780,0.9351,-0.5312,-0.3789,1.0000,0.7739,0.2637,1.0371,0.7188,0.0541,1.0000,-0.5470,0.4850,0.9464,-0.5312,0.4871,1.0000
114,0.2954,0.2385,1.0248,0.2188,0.0541,1.0000,-0.4160,0.0831,1.1710,-0.2812,0.0541,1.0000,-0.0002,-0.2471,1.0129,-0.0312,-0.3789,1.0000,-0.1765,0.6204,1.1400,-0.0312,0.4871,1.0000,0.4092,-0.0892,1.1245,0.4688,-0.3789,1.0000,-0.4291,-0.2799,0.9374,-0.5312,-0.3789,1.0000,0.7760,0.2602,1.0377,0.7188,0.0541,1.0000,-0.5470,0.4843,0.9484,-0.5312,0.4871,1.0000
115,0.2969,0.2351,1.0257,0.2188,0.0541,1.0000,-0.4132,0.0876,1.1696,-0.2812,0.0541,1.0000,0.0013,-0.2495,1.0138,-0.0312,-0.3789,1.0000,-0.1728,0.6221,1.1385,-0.0312,0.4871,1.0000,0.4138,-0.0915,1.1232,0.4688,-0.3789,1.0000,-0.4301,-0.2818,0.9397,-0.5312,-0.3789,1.0000,0.7780,0.2566,1.0383,0.7188,0.0541,1.0000,-0.5468,0.4837,0.9503,-0.5312,0.4871,1.0000
116,0.2983,0.2317,1.0265,0.2188,0.0541,1.0000,-0.4105,0.0918,1.1682,-0.2812,0.0541,1.0000,0.0027,-0.2519,1.0148,-0.0312,-0.3789,1.0000,-0.1692,0.6238,1.1369,-0.0312,0.4871,1.0000,0.4183,-0.0940,1.1218,0.4688,-0.3789,1.0000,-0.4312,-0.2837,0.9419,-0.5312,-0.3789,1.0000,0.7800,0.2531,1.0386,0.7188,0.0541,1.0000,-0.5466,0.4830,0.9521,-0.5312,0.4871,1.0000
117,0.2997,0.2284,1.0273,0.2188,0.0541,1.0000,-0.4079,0.0961,1.1667,-0.2812,0.0541,1.0000,0.0041,-0.2541,1.0158,-0.0312,-0.3789,1.0000,-0.1656,0.6253,1.1353,-0.0312,0.4871,1.0000,0.4226,-0.0964,1.1206,0.4688,-0.3789,1.0000,-0.4322,-0.2856,0.9441,-0.5312,-0.3789,1.0000,0.7820,0.2497,1.0390,0.7188,0.0541,1.0000,-0.5464,0.4824,0.9539,-0.5312,0.4871,1.0000
118,0.3011,0.2251,1.0280,0.2188,0.0541,1.0000,-0.4053,0.1001,1.1651,-0.2812,0.0541,1.0000,0.0056,-0.2563,1.0167,-0.0312,-0.3789,1.0000,-0.1621,0.6267,1.1339,-0.0312,0.4871,1.0000,0.4269,-0.0987,1.1194,0.4688,-0.3789,1.0000,-0.4332,-0.2875,0.9461,-0.5312,-0.3789,1.0000,0.7838,0.2462,1.0395,0.7188,0.0541,1.0000,-0.5460,0.4819,0.9557,-0.5312,0.4871,1.0000
119,0.3024,0.2219,1.0286,0.2188,0.0541,1.0000,-0.4027,0.1040,1.1635,-0.2812,0.0541,1.0000,0.0070,-0.2586,1.0175,-0.0312,-0.3789,1.0000,-0.1587,0.6282,1.1324,-0.0312,0.4871,1.0000,0.4312,-0.1011,1.1182,0.4688,-0.3789,1.0000,-0.4342,-0.2893,0.9482,-0.5312,-0.3789,1.0000,0.7857,0.2428,1.0398,0.7188,0.0541,1.0000,-0.5457,0.4812,0.9575,-0.5312,0.4871,1.0000
120,0.3037,0.2187,1.0292,0.2188,0.0541,1.0000,-0.4002,0.1077,1.1620,-0.2812,0.0541,1.0000,0.0084,-0.2607,1.0184,-0.0312,-0.3789,1.0000,-0.1553,0.6296,1.1309,-0.0312,0.4871,1.0000,0.4353,-0.1036,1.1171,0.4688,-0.3789,1.0000,-0.4352,-0.2912,0.9503,-0.5312,-0.3789,1.0000,0.7875,0.2394,1.0400,0.7188,0.0541,1.0000,-0.5453,0.4807,0.9592,-0.5312,0.4871,1.0000
121,0.3050,0.2156,1.0299,0.2188,0.0541,1.0000,-0.3978,0.1114,1.1603,-0.2812,0.0541,1.0000,0.0098,-0.2628,1.0191,-0.0312,-0.3789,1.0000,-0.1520,0.6308,1.1294,-0.0312,0.4871,1.0000,0.4393,-0.1059,1.1160,0.4688,-0.3789,1.0000,-0.4361,-0.2931,0.9522,-0.5312,-0.3789,1.0000,0.7892,0.2361,1.0403,0.7188,0.0541,1.0000,-0.5449,0.4802,0.9609,-0.5312,0.4871,1.0000
122,0.3062,0.2126,1.0303,0.2188,0.0541,1.0000,-0.3953,0.1148,1.1587,-0.2812,0.0541,1.0000,0.0112,-0.2650,1.0197,-0.0312,-0.3789,1.0000,-0.1487,0.6320,1.1279,-0.0312,0.4871,1.0000,0.4433,-0.1083,1.1148,0.4688,-0.3789,1.0000,-0.4371,-0.2951,0.9541,-0.5312,-0.3789,1.0000,0.7909,0.2328,1.0405,0.7188,0.0541,1.0000,-0.5444,0.4796,0.9625,-0.5312,0.4871,1.0000
123,0.3074,0.2095,1.0309,0.2188,0.0541,1.0000,-0.3929,0.1181,1.1571,-0.2812,0.0541,1.0000,0.0126,-0.2671,1.0204,-0.0312,-0.3789,1.0000,-0.1455,0.6332,1.1263,-0.0312,0.4871,1.0000,0.4472,-0.1107,1.1136,0.4688,-0.3789,1.0000,-0.4380,-0.2970,0.9560,-0.5312,-0.3789,1.0000,0.7925,0.2295,1.0407,0.7188,0.0541,1.0000,-0.5440,0.4790,0.9640,-0.5312,0.4871,1.0000
124,0.3085,0.2065,1.0314,0.2188,0.0541,1.0000,-0.3906,0.1214,1.1555,-0.2812,0.0541,1.0000,0.0139,-0.2692,1.0211,-0.0312,-0.3789,1.0000,-0.1422,0.6343,1.1247,-0.0312,0.4871,1.0000,0.4510,-0.1130,1.1125,0.4688,-0.3789,1.0000,-0.4389,-0.2990,0.9577,-0.5312,-0.3789,1.0000,0.7941,0.2263,1.0410,0.7188,0.0541,1.0000,-0.5434,0.4785,0.9655,-0.5312,0.4871,1.0000
125,0.3096,0.2035,1.0317,0.2188,0.0541,1.0000,-0.3882,0.1246,1.1538,-0.2812,0.0541,1.0000,0.0153,-0.2714,1.0216,-0.0312,-0.3789,1.0000,-0.1391,0.6353,1.1231,-0.0312,0.4871,1.0000,0.4548,-0.1154,1.1113,0.4688,-0.3789,1.0000,-0.4399,-0.3010,0.9595,-0.5312,-0.3789,1.0000,0.7956,0.2231,1.0413,0.7188,0.0541,1.0000,-0.5429,0.4779,0.9669,-0.5312,0.4871,1.0000
126,0.3106,0.2005,1.0320,0.2188,0.0541,1.0000,-0.3859,0.1275,1.1523,-0.2812,0.0541,1.0000,0.0165,-0.2735,1.0222,-0.0312,-0.3789,1.0000,-0.1359,0.6364,1.1215,-0.0312,0.4871,1.0000,0.4586,-0.1178,1.1101,0.4688,-0.3789,1.0000,-0.4408,-0.3030,0.9613,-0.5312,-0.3789,1.0000,0.7971,0.2199,1.0415,0.7188,0.0541,1.0000,-0.5424,0.4773,0.9683,-0.5312,0.4871,1.0000
127,0.3116,0.1975,1.0323,0.2188,0.0541,1.0000,-0.3837,0.1304,1.1508,-0.2812,0.0541,1.0000,0.0178,-0.2755,1.0229,-0.0312,-0.3789,1.0000,-0.1328,0.6373,1.1199,-0.0312,0.4871,1.0000,0.4622,-0.1202,1.1090,0.4688,-0.3789,1.0000,-0.4416,-0.3050,0.9631,-0.5312,-0.3789,1.0000,0.7986,0.2168,1.0418,0.7188,0.0541,1.0000,-0.5418,0.4768,0.9697,-0.5312,0.4871,1.0000
128,0.3127,0.1945,1.0325,0.2188,0.0541,1.0000,-0.3815,0.1332,1.1491,-0.2812,0.0541,1.0000,0.0191,-0.2776,1.0234,-0.0312,-0.3789,1.0000,-0.1297,0.6381,1.1184,-0.0312,0.4871,1.0000,0.4658,-0.1225,1.1079,0.4688,-0.3789,1.0000,-0.4425,-0.3070,0.9648,-0.5312,-0.3789,1.0000,0.7999,0.2137,1.0421,0.7188,0.0541,1.0000,-0.5412,0.4762,0.9711,-0.5312,0.4871,1.0000
129,0.3136,0.1915,1.0327,0.2188,0.0541,1.0000,-0.3793,0.1358,1.1475,-0.2812,0.0541,1.0000,0.0203,-0.2796,1.0239,-0.0312,-0.3789,1.0000,-0.1266,0.6390,1.1169,-0.0312,0.4871,1.0000,0.4693,-0.1249,1.1067,0.4688,-0.3789,1.0000,-0.4434,-0.3090,0.9666,-0.5312,-0.3789,1.0000,0.8014,0.2107,1.0424,0.7188,0.0541,1.0000,-0.5406,0.4755,0.9723,-0.5312,0.4871,1.0000
130,0.3144,0.1885,1.0330,0.2188,0.0541,1.0000,-0.3772,0.1384,1.1459,-0.2812,0.0541,1.0000,0.0215,-0.2816,1.0245,-0.0312,-0.3789,1.0000,-0.1236,0.6398,1.1154,-0.0312,0.4871,1.0000,0.4727,-0.1272,1.1056,0.4688,-0.3789,1.0000,-0.4441,-0.3110,0.9685,-0.5312,-0.3789,1.0000,0.8028,0.2077,1.0426,0.7188,0.0541,1.0000,-0.5400,0.4749,0.9736,-0.5312,0.4871,1.0000
131,0.3153,0.1856,1.0333,0.2188,0.0541,1.0000,-0.3751,0.1408,1.1442,-0.2812,0.0541,1.0000,0.0227,-0.2836,1.0250,-0.0312,-0.3789,1.0000,-0.1206,0.6405,1.1140,-0.0312,0.4871,1.0000,0.4760,-0.1295,1.1046,0.4688,-0.3789,1.0000,-0.4449,-0.3131,0.9702,-0.5312,-0.3789,1.0000,0.8041,0.2048,1.0429,0.7188,0.0541,1.0000,-0.5394,0.4743,0.9749,-0.5312,0.4871,1.0000
132,0.3161,0.1827,1.0335,0.2188,0.0541,1.0000,-0.3730,0.1432,1.1424,-0.2812,0.0541,1.0000,0.0238,-0.2856,1.0255,-0.0312,-0.3789,1.0000,-0.1177,0.6413,1.1127,-0.0312,0.4871,1.0000,0.4794,-0.1318,1.1034,0.4688,-0.3789,1.0000,-0.4456,-0.3151,0.9719,-0.5312,-0.3789,1.0000,0.8054,0.2019,1.0431,0.7188,0.0541,1.0000,-0.5389,0.4736,0.9762,-0.5312,0.4871,1.0000
133,0.3169,0.1798,1.0338,0.2188,0.0541,1.0000,-0.3709,0.1454,1.1408,-0.2812,0.0541,1.0000,0.0250,-0.2875,1.0262,-0.0312,-0.3789,1.0000,-0.1148,0.6420,1.1112,-0.0312,0.4871,1.0000,0.4826,-0.1342,1.1022,0.4688,-0.3789,1.0000,-0.4462,-0.3170,0.9737,-0.5312,-0.3789,1.0000,0.8067,0.1991,1.0432,0.7188,0.0541,1.0000,-0.5383,0.4730,0.9774,-0.5312,0.4871,1.0000
134,0.3176,0.1770,1.0341,0.2188,0.0541,1.0000,-0.3689,0.1476,1.1391,-0.2812,0.0541,1.0000,0.0261,-0.2894,1.0268,-0.0312,-0.3789,1.0000,-0.1120,0.6426,1.1098,-0.0312,0.4871,1.0000,0.4858,-0.1364,1.1012,0.4688,-0.3789,1.0000,-0.4469,-0.3191,0.9753,-0.5312,-0.3789,1.0000,0.8079,0.1963,1.0434,0.7188,0.0541,1.0000,-0.5377,0.4724,0.9787,-0.5312,0.4871,1.0000
135,0.3184,0.1742,1.0343,0.2188,0.0541,1.0000,-0.3668,0.1497,1.1374,-0.2812,0.0541,1.0000,0.0272,-0.2914,1.0273,-0.0312,-0.3789,1.0000,-0.1092,0.6432,1.1084,-0.0312,0.4871,1.0000,0.4889,-0.1387,1.1002,0.4688,-0.3789,1.0000,-0.4475,-0.3211,0.9769,-0.5312,-0.3789,1.0000,0.8090,0.1936,1.0435,0.7188,0.0541,1.0000,-0.5371,0.4717,0.9799,-0.5312,0.4871,1.0000
136,0.3191,0.1713,1.0345,0.2188,0.0541,1.0000,-0.3647,0.1516,1.1358,-0.2812,0.0541,1.0000,0.0282,-0.2932,1.0279,-0.0312,-0.3789,1.0000,-0.1064,0.6437,1.1070,-0.0312,0.4871,1.0000,0.4920,-0.1410,1.0991,0.4688,-0.3789,1.0000,-0.4480,-0.3231,0.9785,-0.5312,-0.3789,1.0000,0.8102,0.1908,1.0435,0.7188,0.0541,1.0000,-0.5365,0.4711,0.9810,-0.5312,0.4871,1.0000
137,0.3198,0.1686,1.0348,0.2188,0.0541,1.0000,-0.3628,0.1535,1.1342,-0.2812,0.0541,1.0000,0.0293,-0.2950,1.0285,-0.0312,-0.3789,1.0000,-0.1036,0.6442,1.1055,-0.0312,0.4871,1.0000,0.4950,-0.1433,1.0981,0.4688,-0.3789,1.0000,-0.4485,-0.3251,0.9801,-0.5312,-0.3789,1.0000,0.8112,0.1881,1.0436,0.7188,0.0541,1.0000,-0.5359,0.4705,0.9823,-0.5312,0.4871,1.0000
138,0.3205,0.1659,1.0350,0.2188,0.0541,1.0000,-0.3607,0.1554,1.1326,-0.2812,0.0541,1.0000,0.0303,-0.2969,1.0289,-0.0312,-0.3789,1.0000,-0.1009,0.6447,1.1041,-0.0312,0.4871,1.0000,0.4978,-0.1456,1.0971,0.4688,-0.3789,1.0000,-0.4491,-0.3271,0.9816,-0.5312,-0.3789,1.0000,0.8122,0.1855,1.0436,0.7188,0.0541,1.0000,-0.5352,0.4699,0.9834,-0.5312,0.4871,1.0000
139,0.3211,0.1631,1.0352,0.2188,0.0541,1.0000,-0.3588,0.1571,1.1311,-0.2812,0.0541,1.0000,0.0313,-0.2988,1.0291,-0.0312,-0.3789,1.0000,-0.0983,0.6451,1.1028,-0.0312,0.4871,1.0000,0.5007,-0.1479,1.0959,0.4688,-0.3789,1.0000,-0.4496,-0.3290,0.9831,-0.5312,-0.3789,1.0000,0.8133,0.1828,1.0435,0.7188,0.0541,1.0000,-0.5346,0.4692,0.9845,-0.5312,0.4871,1.0000
140,0.3217,0.1605,1.0354,0.2188,0.0541,1.0000,-0.3569,0.1588,1.1296,-0.2812,0.0541,1.0000,0.0322,-0.3006,1.0295,-0.0312,-0.3789,1.0000,-0.0955,0.6455,1.1013,-0.0312,0.4871,1.0000,0.5036,-0.1502,1.0946,0.4688,-0.3789,1.0000,-0.4501,-0.3310,0.9846,-0.5312,-0.3789,1.0000,0.8142,0.1801,1.0434,0.7188,0.0541,1.0000,-0.5339,0.4687,0.9858,-0.5312,0.4871,1.0000
141,0.3223,0.1578,1.0357,0.2188,0.0541,1.0000,-0.3550,0.1604,1.1280,-0.2812,0.0541,1.0000,0.0331,-0.3024,1.0299,-0.0312,-0.3789,1.0000,-0.0929,0.6458,1.1000,-0.0312,0.4871,1.0000,0.5063,-0.1524,1.0936,0.4688,-0.3789,1.0000,-0.4506,-0.3330,0.9859,-0.5312,-0.3789,1.0000,0.8151,0.1775,1.0433,0.7188,0.0541,1.0000,-0.5332,0.4682,0.9871,-0.5312,0.4871,1.0000
142,0.3228,0.1551,1.0357,0.2188,0.0541,1.0000,-0.3530,0.1619,1.1264,-0.2812,0.0541,1.0000,0.0340,-0.3043,1.0301,-0.0312,-0.3789,1.0000,-0.0904,0.6461,1.0988,-0.0312,0.4871,1.0000,0.5089,-0.1547,1.0927,0.4688,-0.3789,1.0000,-0.4511,-0.3350,0.9871,-0.5312,-0.3789,1.0000,0.8160,0.1749,1.0432,0.7188,0.0541,1.0000,-0.5326,0.4676,0.9881,-0.5312,0.4871,1.0000
143,0.3233,0.1524,1.0356,0.2188,0.0541,1.0000,-0.3512,0.1634,1.1248,-0.2812,0.0541,1.0000,0.0348,-0.3060,1.0305,-0.0312,-0.3789,1.0000,-0.0878,0.6464,1.0974,-0.0312,0.4871,1.0000,0.5116,-0.1570,1.0916,0.4688,-0.3789,1.0000,-0.4516,-0.3369,0.9885,-0.5312,-0.3789,1.0000,0.8168,0.1722,1.0431,0.7188,0.0541,1.0000,-0.5319,0.4671,0.9893,-0.5312,0.4871,1.0000
144,0.3238,0.1499,1.0358,0.2188,0.0541,1.0000,-0.3493,0.1649,1.1232,-0.2812,0.0541,1.0000,0.0355,-0.3078,1.0310,-0.0312,-0.3789,1.0000,-0.0853,0.6466,1.0962,-0.0312,0.4871,1.0000,0.5141,-0.1592,1.0907,0.4688,-0.3789,1.0000,-0.4521,-0.3389,0.9897,-0.5312,-0.3789,1.0000,0.8176,0.1696,1.0432,0.7188,0.0541,1.0000,-0.5312,0.4665,0.9905,-0.5312,0.4871,1.0000
145,0.3242,0.1472,1.0359,0.2188,0.0541,1.0000,-0.3474,0.1662,1.1216,-0.2812,0.0541,1.0000,0.0364,-0.3097,1.0313,-0.0312,-0.3789,1.0000,-0.0829,0.6468,1.0950,-0.0312,0.4871,1.0000,0.5166,-0.1614,1.0899,0.4688,-0.3789,1.0000,-0.4526,-0.3409,0.9908,-0.5312,-0.3789,1.0000,0.8185,0.1670,1.0431,0.7188,0.0541,1.0000,-0.5305,0.4659,0.9914,-0.5312,0.4871,1.0000
146,0.3247,0.1446,1.0359,0.2188,0.0541,1.0000,-0.3456,0.1675,1.1201,-0.2812,0.0541,1.0000,0.0372,-0.3114,1.0315,-0.0312,-0.3789,1.0000,-0.0804,0.6469,1.0937,-0.0312,0.4871,1.0000,0.5190,-0.1637,1.0889,0.4688,-0.3789,1.0000,-0.4530,-0.3428,0.9921,-0.5312,-0.3789,1.0000,0.8193,0.1644,1.0430,0.7188,0.0541,1.0000,-0.5298,0.4654,0.9922,-0.5312,0.4871,1.0000
147,0.3251,0.1421,1.0361,0.2188,0.0541,1.0000,-0.3437,0.1688,1.1186,-0.2812,0.0541,1.0000,0.0378,-0.3131,1.0320,-0.0312,-0.3789,1.0000,-0.0780,0.6470,1.0924,-0.0312,0.4871,1.0000,0.5214,-0.1659,1.0877,0.4688,-0.3789,1.0000,-0.4535,-0.3448,0.9935,-0.5312,-0.3789,1.0000,0.8200,0.1619,1.0431,0.7188,0.0541,1.0000,-0.5292,0.4649,0.9933,-0.5312,0.4871,1.0000
148,0.3254,0.1397,1.0364,0.2188,0.0541,1.0000,-0.3418,0.1700,1.1170,-0.2812,0.0541,1.0000,0.0386,-0.3149,1.0322,-0.0312,-0.3789,1.0000,-0.0757,0.6472,1.0913,-0.0312,0.4871,1.0000,0.5237,-0.1681,1.0867,0.4688,-0.3789,1.0000,-0.4539,-0.3467,0.9946,-0.5312,-0.3789,1.0000,0.8208,0.1594,1.0432,0.7188,0.0541,1.0000,-0.5285,0.4643,0.9941,-0.5312,0.4871,1.0000
149,0.3258,0.1371,1.0365,0.2188,0.0541,1.0000,-0.3400,0.1712,1.1155,-0.2812,0.0541,1.0000,0.0394,-0.3165,1.0324,-0.0312,-0.3789,1.0000,-0.0734,0.6472,1.0902,-0.0312,0.4871,1.0000,0.5259,-0.1704,1.0857,0.4688,-0.3789,1.0000,-0.4543,-0.3486,0.9960,-0.5312,-0.3789,1.0000,0.8215,0.1569,1.0431,0.7188,0.0541,1.0000,-0.5279,0.4637,0.9948,-0.5312,0.4871,1.0000
150,0.3262,0.1347,1.0366,0.2188,0.0541,1.0000,-0.3382,0.1723,1.1141,-0.2812,0.0541,1.0000,0.0400,-0.3182,1.0328,-0.0312,-0.3789,1.0000,-0.0711,0.6473,1.0890,-0.0312,0.4871,1.0000,0.5282,-0.1727,1.0846,0.4688,-0.3789,1.0000,-0.4547,-0.3504,0.9973,-0.5312,-0.3789,1.0000,0.8222,0.1545,1.0432,0.7188,0.0541,1.0000,-0.5273,0.4631,0.9958,-0.5312,0.4871,1.0000
151,0.3265,0.1324,1.0369,0.2188,0.0541,1.0000,-0.3364,0.1733,1.1126,-0.2812,0.0541,1.0000,0.0406,-0.3198,1.0332,-0.0312,-0.3789,1.0000,-0.0689,0.6472,1.0878,-0.0312,0.4871,1.0000,0.5303,-0.1749,1.0837,0.4688,-0.3789,1.0000,-0.4551,-0.3524,0.9983,-0.5312,-0.3789,1.0000,0.8229,0.1522,1.0433,0.7188,0.0541,1.0000,-0.5268,0.4626,0.9967,-0.5312,0.4871,1.0000
152,0.3269,0.1299,1.0369,0.2188,0.0541,1.0000,-0.3345,0.1743,1.1110,-0.2812,0.0541,1.0000,0.0414,-0.3214,1.0335,-0.0312,-0.3789,1.0000,-0.0667,0.6472,1.0867,-0.0312,0.4871,1.0000,0.5323,-0.1772,1.0829,0.4688,-0.3789,1.0000,-0.4554,-0.3543,0.9994,-0.5312,-0.3789,1.0000,0.8235,0.1498,1.0432,0.7188,0.0541,1.0000,-0.5261,0.4619,0.9974,-0.5312,0.4871,1.0000
153,0.3272,0.1276,1.0369,0.2188,0.0541,1.0000,-0.3328,0.1753,1.1096,-0.2812,0.0541,1.0000,0.0420,-0.3229,1.0339,-0.0312,-0.3789,1.0000,-0.0645,0.6471,1.0853,-0.0312,0.4871,1.0000,0.5344,-0.1795,1.0818,0.4688,-0.3789,1.0000,-0.4558,-0.3560,1.0007,-0.5312,-0.3789,1.0000,0.8241,0.1475,1.0431,0.7188,0.0541,1.0000,-0.5256,0.4613,0.9982,-0.5312,0.4871,1.0000
154,0.3275,0.1253,1.0370,0.2188,0.0541,1.0000,-0.3311,0.1763,1.1081,-0.2812,0.0541,1.0000,0.0426,-0.3245,1.0344,-0.0312,-0.3789,1.0000,-0.0624,0.6470,1.0839,-0.0312,0.4871,1.0000,0.5364,-0.1817,1.0808,0.4688,-0.3789,1.0000,-0.4562,-0.3579,1.0017,-0.5312,-0.3789,1.0000,0.8247,0.1453,1.0431,0.7188,0.0541,1.0000,-0.5251,0.4607,0.9990,-0.5312,0.4871,1.0000
155,0.3277,0.1230,1.0371,0.2188,0.0541,1.0000,-0.3293,0.1772,1.1067,-0.2812,0.0541,1.0000,0.0433,-0.3260,1.0347,-0.0312,-0.3789,1.0000,-0.0603,0.6468,1.0828,-0.0312,0.4871,1.0000,0.5383,-0.1840,1.0800,0.4688,-0.3789,1.0000,-0.4565,-0.3597,1.0025,-0.5312,-0.3789,1.0000,0.8253,0.1430,1.0430,0.7188,0.0541,1.0000,-0.5245,0.4601,0.9996,-0.5312,0.4871,1.0000
156,0.3280,0.1207,1.0370,0.2188,0.0541,1.0000,-0.3276,0.1781,1.1054,-0.2812,0.0541,1.0000,0.0439,-0.3275,1.0349,-0.0312,-0.3789,1.0000,-0.0583,0.6466,1.0818,-0.0312,0.4871,1.0000,0.5402,-0.1862,1.0791,0.4688,-0.3789,1.0000,-0.4569,-0.3614,1.0036,-0.5312,-0.3789,1.0000,0.8258,0.1407,1.0428,0.7188,0.0541,1.0000,-0.5239,0.4594,1.0002,-0.5312,0.4871,1.0000
